,0
148,"@SirajAHashmi Tramp ran on* ""Hillary Bad, Lock Her Up,' goofy. She lost because she used a private server

*Also li… https://t.co/p2bkQBESnS"
149,"@realDonaldTrump @maharru @TuckerCarlson But you have single-handedly broken their record in misleading people, did… https://t.co/3xzXryO3Am"
150,@Bsmithslo @peterbakernyt @sbg1 And have Mexico pay to build our border wall.
151,Fuck the democrats the whole gang should be lined up against the White House wall and shot for treason that or ship… https://t.co/HPz8d3KSP7
152,"else that had a hand in the most corrupt administration and treasonous coup attempt on our POTUS in history, take a… https://t.co/TSNorR5cHh"
153,"Striking workers, led mainly by women in the factories of Mexico threaten the whole border wall project that is pro… https://t.co/TchVLx4UJs"
154,"Expose the waste in a #borderwall by donating to the #CheeseWall at the U.S.-Mexico border today!

Artist Cosimo Ca… https://t.co/blFZFw3jJB"
155,@seanhannity @JaySekulow @PressSec @DevinNunes @GreggJarrett @SaraCarterDC @marklevinshow I see Mexico is sponsorin… https://t.co/Ip8mxUhUo7
156,"@TeresaG4828 @realDonaldTrump No - Sofa King stupid is supporting the man who raised your taxes, plans to take away… https://t.co/CawwtBBYA5"
157,"""I had no idea"" Trump says of the dead. We've been trying to tell you! One of the Deadliest Places on the Southwest… https://t.co/cVYJHpw167"
158,Artist building a wall of cheese on Mexico border: ‘Make America Grate Again’ https://t.co/7DX2jmlNB2
159,@WhiteHouse But Russia still provided a propaganda push to get their candidate elected! You did not win popular vot… https://t.co/KAbX0QJe0v
160,"@c0lettea I know it’s your way to cope with the grieve and loss of your daughter, trying to take away her responsib… https://t.co/4pRx6viiYT"
161,"@realDonaldTrump Yeah trump, cause there's no other issues plaguing the us right now other than you trying to build… https://t.co/3kkpf6YvMS"
162,@georgiaguy8 @maydaymindy9 You won't be able to get over the wall. Mexico will be closing it's borders to all Americans!
163,Although a 'WALL' along the entire length of the Mexico/USA border would result in 95+% in illegal crossings---500… https://t.co/Yfv2F0qWUa
164,Artist building a wall of cheese on Mexico border: ‘Make America Grate Again’ https://t.co/27fIYB225x
165,"https://t.co/2xAARfM8b1

BUILD THE FREAKING WALL💀"
166,"@for_trum3 @real_defender @realDonaldTrump @TuckerCarlson Has done nothing with trade, jobs were just a continuatio… https://t.co/bvIHefHkMa"
167,@chrisdelia Thanks bro. You f*cking ruined Albuquerque. The local demographic are ruined. This place is a sh!thole… https://t.co/osEkCJPe2T
168,@ABCPolitics She better go have several seats to the back and wait right next to the idiots that are still waiting… https://t.co/UTtJySDFyY
169,@JFNYC1 @SebGorka This is what happens with drugs straming into San Francisco from Mexico. She doesn’t want a wall… https://t.co/0d8ktZCjpB
170,"To send troops there when nothing was needed,to steal money to pay for a wall he said would be payed for by mexico,… https://t.co/zQfbjro7CV"
171,BUILDING A CHEESE WALL AT THE U.S.-MEXICO BORDER https://t.co/pV2ZNgnDiO
172,@verry_jane @DavidCornDC He said that Mexico would pay for the wall when he knew they wouldn’t. There’s no lie to b… https://t.co/qsuCJrb2Xi
173,"@bydcommentary @eugenegu @realDonaldTrump @wwp @WhiteHouse You're cracking me up.
I'm still waiting for that great… https://t.co/4JjtjcCHJJ"
174,Isaac fled Nicaragua with his family in August and was later forced by the US to wait for six weeks in Mexico to re… https://t.co/Kxts5bKDFs
175,@sianoresist @krassenstein Anyone who defends him for selling us out to Russia needs to be deported to Russia!!! I’… https://t.co/i4FbRL5JNH
176,"@joshfoxfilm @AndreaChalupa Cheers, laughter: ""I promise you. Mexico will PAY for the wall.""

I say to BASE: ""No, m… https://t.co/eVd9RxrKe3"
177,231 times he said no collusion. 🤔 How many times did he say Mexico was going to pay for the wall? #Trump https://t.co/StNdkZagjx
178,"""Effectively, Trump’s wall has already been built — but on Mexican soil."" A Honduran asylum-seeker was brutally mur… https://t.co/eb7VO3rFI6"
179,The Shadow of the Wall would examine the impact mass of the deported back to Mexico. #Hist416
180,"@Kingnickrusso Since most of the marijuana comes from Mexico, maybe the tax from that can go towards the wall"
181,The hypocrisy in the fact that the church I used to attend going on missions to Mexico twice a year are the same pe… https://t.co/SM026x7lRJ
182,Trump could get his wall very easy. Put a tax on everything going into Mexico and everything coming out of Mexico.… https://t.co/2aeiFdK3KA
183,"@Rep_Hunter makes nighttime crossing of  ""grand border wall in Yuma, Arizona."" But he doesn't touch Mexican soil.… https://t.co/YotePSAcQ1"
184,"@Rep_Hunter makes nighttime crossing of  ""grand border wall in Yuma, Arizona."" But he doesn't touch Mexican soil.… https://t.co/V13KSRJjBW"
185,"@tantalos2 So does ""grab them by the p*ssy""
So does ""Mexico will pay for the wall""
So does making fun of disabled j… https://t.co/TbNZatFLH8"
186,"@MarkDice CNN, MSNBC along with MSM
backed a dead horse
Trump got the wall/no DACA
Trump got everyone better tax/no… https://t.co/tvEuc3SDu1"
187,"#window #wall #brickwall #anotherbrickinthewall #mexicolife #expatlife #hasselbladdigital @ Ajijic, Jalisco, Mexico https://t.co/Ud3mnbsy6b"
188,‘Borderland Citizenship’ Could Bring Justice to Both Sides of Trump’s Wall via @thenation https://t.co/ZA3rS1hGj1
189,"@realDonaldTrump Is this the Mexican Wall, paid by Mexico or just your imagination?"
190,"@c0lettea Fentanyl is sourced from Mexico AND CHINA. People are also obtaining it through prescriptions, so to put… https://t.co/UUSA7foIXO"
191,"@realDonaldTrump @RealJamesWoods @McAllisterDen This is my idea for a border wall. Sneak into the USA, you’re bused… https://t.co/qUTfv3Sytg"
192,@Truth_Quest30 @ParkerMolloy @AOC @amazon IKR? And who would be dumb enough to believe that Mexico would pay for tRump’s Wall? 🙄 pfft
193,@realDonaldTrump Let the dems keep looking stupid and put Hillary and Obama on Mexico side of the wall
194,@PanOfSeamen @Texas_Fire @YeahSureRight1 @deplorablefor45 @blackpopeye @loopnotdefined @iheartmindy @KaitMarieox… https://t.co/nBJ5IQ4ZRF
195,"@CarrieRendon @LarryBaker_ @ChatByCC Mexico will pay for The Wall through trade, nobody ever said that Mexico was going to cut a check."
196,@realDonaldTrump You are mean you do know that  Mexico will not build the wall and what if a person named John Wilk… https://t.co/MVrZbGId6I
197,@realDonaldTrump @RealJamesWoods @SaraCarterDC @McAllisterDen This is my idea for a wall on the border. Make the co… https://t.co/DbbldLNJNg
198,@miladysmama @AM_McCarthy @Delavegalaw @KlasfeldReports The base did NOT care about swindled Trump U students who s… https://t.co/We1RqupCNW
199,Goody goody gumdrops now shut down the Border build the wall cut all ties with Mexico and get the f****** job done https://t.co/TkH81gz6Cq
200,@Texasperez82 @TonyPaul45 I dont think anyone ever actually believed that Mexico would pay for a wall.
201,@real_defender @realDonaldTrump @TuckerCarlson What about Mexico paying for the wall?
202,"Your president want to build a wall between your country and Mexico which would cost a lot of money, want to get ou… https://t.co/ulld11yyl8"
203,Can Hunter’s spox please show him a map? Hunter falsely advertised he was was 15 meters from Mexico. He also needs… https://t.co/N2purvcSvH
204,Interesting that trumpers can only refer to Obama saying “You can keep your doctor” as lying when trump lies everyd… https://t.co/s6L0AXvO5N
205,@realDonaldTrump @TuckerCarlson Ay if anyone want a UK kid with convictions hit me up the US sounds like a safe hav… https://t.co/9tuo1BmRDo
206,@Black_is_back5 @John12Snow @mattrellen @dogthecat3 @ActDefiance @Dreadpirate42 @SeanWoodard18 @HackDz_Revenge… https://t.co/WajjksmCjb
207,@Alyssa_Milano How are you doing  ? Donald Trump has never care for American people or America he only cares about… https://t.co/YI50mvENc4
208,"Hunter “I’m 15 meters from Mexico.” He then walked over the border.

@Rep_Hunter spokesperson should show his own b… https://t.co/4HCIPAUg2l"
209,"@AOC Medicare for all. Like the wall,  Mexico will pay for it, not Americans."
210,"@GOP No Trade Deals.
No Healthcare.
No Immigration Plan.
No Wall.
No Mexico Pay.
No Tax Reform.
Broken Promises.
An… https://t.co/TEVyv4osSY"
211,@fox32news Let's sell it to Mexico to fund the wall
212,''Hating people because of their skin color is wrong and it doesn't matter which color does the hating''. - Muhamma… https://t.co/9A4ZBvBad2
213,@AngieSkys They all are controlled by deep state whether it's a democratic or Republican POTUS where is the wall it… https://t.co/fvwZit2HAb
214,@ChatByCC @realDonaldTrump Ya! Make the pay the same way that Mexico paid for the wall!
215,@ashleydixon @JenniferJJacobs Looking over the wall into Texas then.  Mexico has no electoral college.
216,"@realDonaldTrump Why just Russia? Mexico did all it could to influence the Election for fears of The Wall, NAFTA, a… https://t.co/SLChN3dSf9"
217,@nomadicvisions2 @realDonaldTrump @marthamaccallum @FoxNews He had 2 yrs of total control. Dems have had the house… https://t.co/snhftUfSvM
218,@Dreadpirate42 @SeanWoodard18 @Black_is_back5 @HackDz_Revenge @mattrellen @BloodyVal69 @John12Snow @djmobey… https://t.co/ShYKkNPzff
219,@BolzScott @hollygorock @realDonaldTrump @marthamaccallum @FoxNews Dude...lmao....you’re not a fn winner.   This ri… https://t.co/624JeLWvgH
220,"@EdKrassen @krassenstein @realDonaldTrump https://t.co/gOVt8UBcyS - New reports from Carlos Diaz, southwest branch… https://t.co/mQOBMBrgUA"
221,@DaveEll57279091 @IlhanMN I live 2 hrs from the border in Texas I go to Mexico all the time.  Don't feed me that. Existing Wall!
222,"Llego la era del fronterizo 2.0

‘Borderland Citizenship’ Could Bring Justice to Both Sides of Trump’s Wall via… https://t.co/12CZPnPYV3"
