,0
154,@brandongroeny so he should tax himself? he turned down 25 billion last year fora wall...he needs this issue to spr… https://t.co/kPjXswcke0
155,@DaveCoo77429324 @FakeMalFunction @DavidWohl @realDonaldTrump Exactly... Trump is a result of people throwing anyth… https://t.co/V2w05jABIo
156,@Phillygirl741 @ardeophyte @marthamaccallum @RichardGrenell @TheStoryFNC if trump spoke to a woman that way he woul… https://t.co/rrc8n3o8Tl
157,BUILDING THE WALL through the new Governor of the President.
158,Wildlife is at stake: Tell the House to reject Trump’s border wall! - Sign the Petition! https://t.co/eqcHu2whzp via @Change
159,"""...Gaetz's eagerness to help Trump in whatever way he can seems to know no bounds. So pretending he was at the sou… https://t.co/6lJ0eEQP6V"
160,I'm with President Trump! Congress MUST support national security and FUND THE WALL!
161,@ivanomartin @LizMair I think they want a divorce and they are having a contest for the assets: if Kellyanne goes t… https://t.co/MgmPnedoZb
162,@realDonaldTrump @JesseBWatters Mueller's report appears to me to conclude that Mr.Trump was Not Criminally Respons… https://t.co/tRoPBmhzgk
163,why Pentagon awards nearly $1 billion to build Trump's border wall
164,"@jackwild57 @anntensity Outside of building the wall, there are so many things Trump could do right now to start fi… https://t.co/ZnsO9hxho4"
165,@rickrosa10 @EdKrassen @AOC @RashidaTlaib trump still won’t be getting his military parade and his stupid wall. https://t.co/TMUepJxtMY
166,"True, impeachment may put them up against a wall and force them to take a postion for or against trump don't get me… https://t.co/opuQCC2apZ"
167,The 'wall' is proof that Trump is the kind of person who cannot think abstractly and must concretize every metaphor… https://t.co/bdoGhdLAt3
168,Wall Street executives combing through Robert Mueller’s report will notice the name of one of their own https://t.co/MAcKrn5XXA
169,@AOC I Pray to God The Great President Donald Trump wins in 2020 and constitutionalists conservatives win back the… https://t.co/bxH4KRqK6H
170,"Oh, and a wall of black boxes rose up to greet me as I arrived at the section on the Trump campaign's interest in w… https://t.co/Ol1OLHjtMT"
171,"Trump should have ran as a Democrat, Maybe we would have got the wall."
172,"Great #nutshots to the Establishment in 2018:

-Jeff Sessions fired for not aligning with Trump
-CBD legalized nati… https://t.co/mPChySUvXl"
173,"Mueller disappoints and startles at the same time. It's a clarion call to Congress for action.
DEMS btwn a rock &amp; a… https://t.co/GaHLEH5Ge6"
