,0
207,@RepJerryNadler @HouseJudiciary How much more time and millions in tax payer dollars will be spent on this? There's… https://t.co/bUpM6ArBGf
208,"""New Mexico county declares state of emergency over influx of migrants: report""
What border crisis? ¯\_(ツ)_/¯
https://t.co/cZjLVCDIKG"
209,"Brown Shirts helping at the border...

https://t.co/J3vQiji0Cj https://t.co/J3vQiji0Cj"
210,New Mexico militia group detains migrants at the border - CNN https://t.co/s7zWXNWTZN #SmartNews
211,"These militias have been around for decades, with David Duke's 1977 Klan Border Patrol an early example, but usuall… https://t.co/4wj5Dp52KA"
212,"@RealMAGASteve We have lots of Patriot groups on the Texas, New Mexico, Arizona and California Border. Our Congress… https://t.co/VHJPJLNdkJ"
213,"The amount of pro illegal alien propaganda in this article is stunning....
https://t.co/BNm5T5RfOR"
214,"The standard response:  ""The American Civil Liberties Union said in a statement that “the Trump administration’s vi… https://t.co/CwXnbFrEdC"
215,New Mexico militia group detains migrants at the border - CNN https://t.co/TcZiQ90jvL
216,How the US outsourced border security to Mexico https://t.co/8vdql19rUR via @YouTube
217,And chances they're related to a Bundy are pretty high … Videos appear to show armed militia detaining migrants at… https://t.co/tLWCGD3hqA
218,Videos show #illegal armed Pro #Trump #white #farRight self avowed #fascist #militia detaining #migrants at… https://t.co/vnPN71eyS9
219,An armed pro-Trump militia in New Mexico appears to be detaining migrants at the border and working with Border Pat… https://t.co/JI7wsej9Hd
220,New Mexico militia detains migrants at gunpoint until Border Patrol arrives: report | Fox News https://t.co/6K0nK3yP3M
221,New Mexico militia group detains migrants at the border - CNN https://t.co/c2bRaBY8dR
222,New Mexico militia group detains migrants at the border - CNN https://t.co/oFC066ello
223,Videos appear to show armed militia detaining migrants at US-Mexico border https://t.co/jRcJhIfNsU
224,"New Mexico militia group is detaining migrants at the border, report says - CNN #SmartNews  https://t.co/MpG5NnAqWX"
225,"New Mexico militia detains migrants at gunpoint until Border Patrol arrives: report
Someone is going to get KILLED… https://t.co/eg2rzVgHkj"
226,New Mexico militia group detains migrants at the border - CNN #kidnapping https://t.co/KqxIsV83gw
227,"There are currently over 1,000 hate groups ACTIVELY operating in the US. 

Of those, 165 are ARMED MILITIA groups,… https://t.co/L28nffXwfE"
228,America’s Fascist Militia supported by Border Patrol?!  https://t.co/u1mXPhCzy4
229,New Mexico militia group detains migrants at the border - CNN https://t.co/aajHmsQJcF
230,New Mexico militia group detains migrants at the border - CNN https://t.co/cdFjFauUq8
231,"The strategy by @TheDemocrats has worked out: fed up by the radical #Leftists gerrymandering &amp; politicking,… https://t.co/Khd8H3AaMs"
232,Call me crazy here but it seems like allowing armed militants to hang out at the border pretending to be cops is a… https://t.co/hEUkpBf1A3
233,Good at least someone is doing something.  Dimocrates are not going to.  https://t.co/EzQKvt176K
234,"New Mexico Militia:  
Rights group condemns U.S. 'vigilante' treatment of migrants on border 

https://t.co/En9HM7beKM"
235,There is a national crisis at the southern U.S. border. But not to the #Democrats. The Democrats campaign for Open… https://t.co/MGHZVGCVko
236,Alarming Footage: 91 Illegals Stopped By Patriots Patrolling US/Mexico Border https://t.co/0LvnuvfQ5r
